科名,family_c,學名,主要中名,refsource之第一筆,參考連結之第一筆
Geometridae,尺蛾科,Percnia suffusa,煙胡麻斑星尺蛾,臺灣尺蛾科圖鑑 2 ;  Page : 133,#http://www.facebook.com/photo.php?fbid=354698501260674&set=o.177883715557195&type=1&ref=nf#
Geometridae,尺蛾科,Phoenissa brephos albofascia,後橙白波尺蛾,臺灣尺蛾科圖鑑１ ;  Page : 348,#http://www.facebook.com/photo.php?fbid=245165805522594&set=o.177883715557195&type=1&ref=nf#
Geometridae,尺蛾科,Phthonoloba viridifasciata,窄翅綠波尺蛾,臺灣尺蛾科圖鑑１ ;  Page : 244,#https://www.facebook.com/photo.php?fbid=653448541338575&set=oa.461210637305020&type=1&theater#
Geometridae,尺蛾科,Piercia viridiplana,曲帶寬波尺蛾,臺灣尺蛾科圖鑑１ ;  Page : 254,#https://www.facebook.com/photo.php?fbid=229195217197133&set=o.177883715557195&type=3&theater#
Geometridae,尺蛾科,Pingasa ruginaria pacifica,基黃粉尺蛾,臺灣尺蛾科圖鑑１ ;  Page : 31,#https://www.facebook.com/photo.php?fbid=3362781948607&set=o.177883715557195&type=3&theater#
Geometridae,尺蛾科,Plagodis reticulata,縐紋黃尺蛾,臺灣尺蛾科圖鑑 2 ;  Page : 359,#https://www.facebook.com/photo.php?fbid=246282482241887&set=oa.649040601855355&type=1&theater#
Geometridae,尺蛾科,Platycerota vitticostata,前帶花尺蛾,臺灣尺蛾科圖鑑 2 ;  Page : 69,#https://www.facebook.com/photo.php?fbid=307177382696638&set=o.177883715557195&type=1&theater#
Geometridae,尺蛾科,Plesiomorpha flaviceps,灰尺蛾,臺灣尺蛾科圖鑑 2 ;  Page : 56,#https://www.facebook.com/photo.php?fbid=650206361672870&set=oa.460230424069708&type=3&theater#
Geometridae,尺蛾科,Pogonopygia pavidus pavidus,台灣八角尺蛾,臺灣尺蛾科圖鑑 2 ;  Page : 136,#http://www.facebook.com/photo.php?fbid=3217535517537&set=o.177883715557195&type=1&ref=nf#
Geometridae,尺蛾科,Problepsis albidior matsumurai,雙目白姬尺蛾,Waiting for collect ;  Page : ,#https://www.facebook.com/photo.php?fbid=456118721088045&set=o.177883715557195&type=1&permPage=1#
Geometridae,尺蛾科,Problepsis discophora,粗斑雙目白姬尺蛾,臺灣尺蛾科圖鑑１ ;  Page : 158,#https://www.facebook.com/photo.php?fbid=796125210406170&set=gm.805529556125938&type=1#
Geometridae,尺蛾科,Prochasma dentilinea,齒紋淡黃小尺蛾,臺灣尺蛾科圖鑑 2 ;  Page : 221,#https://www.facebook.com/photo.php?fbid=226747794108542&set=o.177883715557195&type=1&permPage=1#
Geometridae,尺蛾科,Pseudomiza aurata,褐斑黃普尺蛾,臺灣尺蛾科圖鑑 2 ;  Page : 347,#http://www.facebook.com/photo.php?fbid=232728476765796&set=o.177883715557195&type=1&ref=nf#
Geometridae,尺蛾科,Psilalcis breta rantaizana,,,#https://www.facebook.com/photo.php?fbid=331416683650017&set=oa.589852744440808&type=3&theater#
Geometridae,尺蛾科,Psilalcis pulveraria,碎紋尺蛾,鞍馬山的蛾1 ;  Page : 25,#https://www.facebook.com/photo.php?fbid=228527453925632&set=o.177883715557195&type=1&theater#
Geometridae,尺蛾科,Psyra spurcataria,雙斑黃絨尺蛾,臺灣尺蛾科圖鑑 2 ;  Page : 299,#https://www.facebook.com/photo.php?fbid=226752004108121&set=o.177883715557195&type=1&permPage=1#
Geometridae,尺蛾科,Racotis boarmiaria,橄皺'樟尺蛾,臺灣尺蛾科圖鑑 2 ;  Page : 212,#https://www.facebook.com/photo.php?fbid=343047392486946&set=oa.589852744440808&type=3&theater#
Geometridae,尺蛾科,Sarcinodes yayeyamanus,一線沙尺蛾,臺灣尺蛾科圖鑑１ ;  Page : 19,#http://www.flickr.com/photos/hkguu/5714645663/in/set-72157622169894055#
Geometridae,尺蛾科,Sarcinodes yeni,顏氏沙尺蛾,鞍馬山的蛾1 ;  Page : 13,#https://www.facebook.com/photo.php?fbid=429793990378564&set=o.177883715557195&type=3&theater#
Geometridae,尺蛾科,Satoblephara owadai,腹毛墨紋尺蛾,臺灣尺蛾科圖鑑 2 ;  Page : 224,#https://www.facebook.com/photo.php?fbid=288144444654307&set=oa.467684346657649&type=3&theater#
Geometridae,尺蛾科,Schistophyle falcifera,,Waiting for collect ;  Page : ,#http://www.facebook.com/photo.php?fbid=223745967737114&set=o.177883715557195&type=1&ref=nf#
Geometridae,尺蛾科,Scopula anatreces,台灣姬尺蛾,臺灣尺蛾科圖鑑１ ;  Page : 182,#https://www.facebook.com/photo.php?fbid=227376090712379&set=o.177883715557195&type=3&theater#
Geometridae,尺蛾科,Scopula propinquaria,花邊灰姬尺蛾,臺灣尺蛾科圖鑑１ ;  Page : 166,#https://www.facebook.com/photo.php?fbid=461358750618329&set=oa.461679043924846&type=3&theater#
Geometridae,尺蛾科,Scopula yamanei,山根姬尺蛾,臺灣尺蛾科圖鑑１ ;  Page : 190,#https://www.facebook.com/photo.php?fbid=343047032486982&set=oa.589852744440808&type=3&theater#
Geometridae,尺蛾科,Sibatania arizana,阿里山絨波尺蛾,臺灣尺蛾科圖鑑１ ;  Page : 308,#https://www.facebook.com/photo.php?fbid=246281098908692&set=oa.649039751855440&type=1&theater#
Geometridae,尺蛾科,Somatina rosacea anaemica,框姬尺蛾,臺灣尺蛾科圖鑑１ ;  Page : 154,#https://www.facebook.com/photo.php?fbid=598363660270598&set=oa.626549394104476&type=3&theater#
Geometridae,尺蛾科,Spaniocentra hollowayi,荷氏綠尺蛾,臺灣尺蛾科圖鑑１ ;  Page : 108,#https://www.facebook.com/photo.php?fbid=461358827284988&set=oa.461679043924846&type=3&theater#
Geometridae,尺蛾科,Synegia estherodes,寬鋸黃尺蛾,臺灣尺蛾科圖鑑 2 ;  Page : 67,#https://www.facebook.com/photo.php?fbid=837263679634892&set=o.458912734201477&type=3&theater#
Geometridae,尺蛾科,Synegiodes histrionarius ornatus,黑頷花姬尺蛾,臺灣尺蛾科圖鑑１ ;  Page : 131,#https://www.facebook.com/photo.php?fbid=758515237515888&set=o.458912734201477&type=3&theater#
Geometridae,尺蛾科,Tanaoctenia haliaria,綠翅茶斑尺蛾,臺灣尺蛾科圖鑑 2 ;  Page : 308,#https://www.facebook.com/photo.php?fbid=394725667246785&set=o.177883715557195&type=3&theater#
Geometridae,尺蛾科,Tanaorhinus formosanus,台灣鐮翅綠尺蛾,鞍馬山的蛾1 ;  Page : 40,#https://www.facebook.com/photo.php?fbid=459616630792541&set=oa.458927214200029&type=3&theater#
Geometridae,尺蛾科,Tasta argozana,銀斑小尺蛾,臺灣尺蛾科圖鑑 2 ;  Page : 45,#https://www.facebook.com/photo.php?fbid=226750877441567&set=o.177883715557195&type=1&permPage=1#
Geometridae,尺蛾科,Thinopteryx crocoptera assamensis,黃蝶尺蛾,臺灣尺蛾科圖鑑 2 ;  Page : 263,#https://www.facebook.com/photo.php?fbid=714426268616943&set=o.177883715557195&type=1&permPage=1#
Geometridae,尺蛾科,Thinopteryx nebulosa,灰斑黃蝶尺蛾,臺灣尺蛾科圖鑑 2 ;  Page : 265,#http://www.facebook.com/photo.php?fbid=10150784764060583&set=oa.434363429909221&type=1&ref=nf#
Geometridae,尺蛾科,Timandra convectaria,尖角線尺蛾,臺灣尺蛾科圖鑑１ ;  Page : 136,#https://www.facebook.com/photo.php?fbid=634424149918565&set=o.177883715557195&type=1&permPage=1#
Geometridae,尺蛾科,Traminda aventiaria,缺口姬尺蛾,臺灣尺蛾科圖鑑１ ;  Page : 139,#http://www.flickr.com/photos/hkguu/4660066122/in/set-72157622169894055#
Geometridae,尺蛾科,Tristrophis rectifascia,粗帶刺尾尺蛾,臺灣尺蛾科圖鑑 2 ;  Page : 397,#https://www.facebook.com/photo.php?fbid=1425003794445619&set=o.458912734201477&type=3&theater#
Geometridae,尺蛾科,Trotocraspeda divaricata,金黃歧帶尺蛾,臺灣尺蛾科圖鑑 2 ;  Page : 376,#https://www.facebook.com/photo.php?fbid=865058790177934&set=o.177883715557195&type=1&permPage=1#
Geometridae,尺蛾科,Xandrames dholaria,玉臂黑尺蛾,臺灣尺蛾科圖鑑 2 ;  Page : 250,#https://www.facebook.com/photo.php?fbid=4198975310793&set=o.458912734201477&type=3&theater#
Geometridae,尺蛾科,Xandrames latiferaria curvistriga,刮紋玉臂尺蛾,臺灣尺蛾科圖鑑 2 ;  Page : 251,#https://www.facebook.com/photo.php?fbid=4738510391609&set=o.177883715557195&type=1&permPage=1#
Geometridae,尺蛾科,Xanthorhoe taiwana,台灣?波尺蛾,臺灣尺蛾科圖鑑１ ;  Page : 252,#https://www.facebook.com/photo.php?fbid=865846320106801&set=o.458912734201477&type=3&theater#
Geometridae,尺蛾科,Xenoplia trivialis,胡麻斑星尺蛾,臺灣尺蛾科圖鑑 2 ;  Page : 128,#https://www.facebook.com/photo.php?fbid=222424447874210&set=o.177883715557195&type=1&theater#
Geometridae,尺蛾科,Xerodes albonotaria aritai,,,#https://www.facebook.com/photo.php?fbid=329387963852889&set=oa.589852744440808&type=3&theater#
Geometridae,尺蛾科,Xerodes contiguaria,白點截角尺蛾,臺灣尺蛾科圖鑑 2 ;  Page : 322,#https://www.facebook.com/photo.php?fbid=394735457245806&set=o.177883715557195&type=1&theater#
Geometridae,尺蛾科,Yashmakia suffusa,烏塗花尺蛾,臺灣尺蛾科圖鑑 2 ;  Page : 70,#https://www.facebook.com/photo.php?fbid=473633966104350&set=o.177883715557195&type=1&permPage=1#
Geometridae,尺蛾科,Zanclopera calidata,黃褐尖尾小尺蛾,臺灣尺蛾科圖鑑 2 ;  Page : 111,#https://www.facebook.com/photo.php?fbid=468930183121221&set=o.177883715557195&type=1&theater#
Geometridae,尺蛾科,Ziridava kanshireiensis,扳手波尺蛾,臺灣尺蛾科圖鑑１ ;  Page : 395,#https://www.facebook.com/photo.php?fbid=3348572873389&set=o.177883715557195&type=1&permPage=1#
Glyphipterigidae,雕翅蛾科,Glyphipterix marinae,,認識台灣的昆蟲  20 長角蛾科 穀蛾科麥蛾科和其他一些小蛾類 ;  Page : 163,#https://www.facebook.com/photo.php?fbid=583450218346273&set=o.177883715557195&type=3&permPage=1#
Hyblaeidae,駝蛾科,Hyblaea constellata,白星駝蛾,Waiting for collect ;  Page : ,#https://www.facebook.com/photo.php?fbid=10151580569934525&set=o.177883715557195&type=3&theater#
Hyblaeidae,駝蛾科,Hyblaea firmamentum,,,#https://www.facebook.com/photo.php?fbid=10203969071775479&set=o.458912734201477&type=3&theater#
Immidae,奇蛾科,Alampla palaeodes,,,#https://www.facebook.com/photo.php?fbid=10202759541900904&set=o.458912734201477&type=3#
Immidae,奇蛾科,Birthana taiwana,,認識台灣的昆蟲  20 長角蛾科 穀蛾科麥蛾科和其他一些小蛾類 ;  Page : 179,#https://www.facebook.com/photo.php?fbid=647314038616211&set=oa.466191706806913&type=3&theater#
Lasiocampidae,枯葉蛾科,Bharetta owadai,雙角小黑枯葉蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 127,#http://www.facebook.com/photo.php?fbid=10150784764370583&set=oa.434363429909221&type=1&ref=nf#
Lasiocampidae,枯葉蛾科,Dendrolimus ariaznus,,,#https://www.facebook.com/photo.php?fbid=378052512301715&set=oa.544207992258097&type=1&relevant_count=1&ref=nf#
Lasiocampidae,枯葉蛾科,Lebeda nobilis,大灰枯葉蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 154,#https://www.facebook.com/photo.php?fbid=607073692645073&set=o.177883715557195&type=1&permPage=1#
Lasiocampidae,枯葉蛾科,Metanastria hyrtaca,大斑ㄚ枯葉蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 129,#https://www.facebook.com/photo.php?fbid=401980083286908&set=o.458912734201477&type=3&theater#
Lasiocampidae,枯葉蛾科,Odonestis formosae,直帶黃枯葉蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 146,#https://www.facebook.com/photo.php?fbid=271669569671348&set=o.177883715557195&type=1&permPage=1#
Lasiocampidae,枯葉蛾科,Pachypasoides albisparsus,斜紋枯葉蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 165,#https://www.facebook.com/photo.php?fbid=4808965909575&set=gm.599384643407098&type=1#
Lasiocampidae,枯葉蛾科,Paradoxopla sinuata taiwana,台灣枯葉蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 128,#https://www.facebook.com/photo.php?fbid=288143127987772&set=oa.467684346657649&type=3&theater#
Lasiocampidae,枯葉蛾科,Paralebeda plagifera,大褐斑枯葉蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 149,#https://www.facebook.com/photo.php?fbid=491110714323911&set=o.458912734201477&type=3&theater#
Lasiocampidae,枯葉蛾科,Trabala Vishnou guttata,青黃枯葉蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 151,#https://www.facebook.com/photo.php?fbid=467575983384837&set=o.458912734201477&type=3&theater#
Lecithoceridae,折角蛾科,Caveana senuri,,,#https://www.facebook.com/photo.php?fbid=571382369551054&set=oa.461796713913079&type=3&theater#
Lecithoceridae,折角蛾科,Issikiopteryx taipingensis,,,#https://www.facebook.com/photo.php?fbid=10203356085479027&set=o.177883715557195&type=1&permPage=1#
Lecithoceridae,折角蛾科,Spatulignatha olaxana,,,#https://www.facebook.com/photo.php?fbid=853139551380419&set=o.458912734201477&type=3&theater#
Lecithoceridae,折角蛾科,Tisis mesozosta,,認識台灣的昆蟲  20 長角蛾科 穀蛾科麥蛾科和其他一些小蛾類 ;  Page : 134,#https://www.facebook.com/photo.php?fbid=589464404502592&set=o.458912734201477&type=3&theater#
Limacodidae,刺蛾科,Althonarosa horisyaensis,黑眉白刺蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 73,#https://www.facebook.com/photo.php?fbid=462641873823350&set=oa.458927214200029&type=3&theater#
Limacodidae,刺蛾科,Belippa horrida,背刺蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 66,#https://www.facebook.com/photo.php?fbid=447137571965381&set=o.177883715557195&type=1&theater#
Limacodidae,刺蛾科,Cania heppneri,灰雙線刺蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 77,#https://www.facebook.com/photo.php?fbid=461361527284718&set=oa.461679043924846&type=1&theater#
Limacodidae,刺蛾科,Darna furva,三點斑刺蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 116,#http://www.facebook.com/photo.php?fbid=3212624794772&set=o.177883715557195&type=1&ref=nf#
Limacodidae,刺蛾科,Darna pallivitta,赭刺蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 115,#https://www.facebook.com/photo.php?fbid=331416770316675&set=oa.589852744440808&type=3&theater#
Limacodidae,刺蛾科,Demonarosa rufotessellata subrosea,艷刺蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 74,#https://www.facebook.com/photo.php?fbid=175000142628326&set=o.177883715557195&type=1&theater#
Limacodidae,刺蛾科,Flavinarosa obscura,灰刺蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 72,#https://www.facebook.com/photo.php?fbid=334654453329560&set=o.458912734201477&type=3&theater#
Limacodidae,刺蛾科,Miresa fulgida,中銀紋刺蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 81,#https://www.facebook.com/photo.php?fbid=418855168221449&set=oa.462259177200166&type=3&theater#
Limacodidae,刺蛾科,Monema rubriceps,黃刺蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 85,#https://www.facebook.com/photo.php?fbid=308819582534739&set=o.177883715557195&type=1&theater#
Limacodidae,刺蛾科,Narosa fulgens,褐點眉刺蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 70,#https://www.facebook.com/photo.php?fbid=2893374513331&set=o.177883715557195&type=1&theater#
Limacodidae,刺蛾科,Narosoideus vulpinus,銀灰帶刺蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 75,#https://www.facebook.com/photo.php?fbid=10151446938770583&set=oa.459529720806445&type=3&theater#
Limacodidae,刺蛾科,Parasa bicolor virescens,褐點綠刺蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 91,#https://www.facebook.com/photo.php?fbid=10203431587544382&set=o.458912734201477&type=3&theater#
Limacodidae,刺蛾科,Parasa pastoralis,基黃綠刺蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 87,#http://www.facebook.com/photo.php?fbid=536088489757736&set=oa.555949914417238&type=1&theater#
Limacodidae,刺蛾科,Parasa shirakii,褐邊綠刺蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 90,#https://www.facebook.com/photo.php?fbid=10151400793805583&set=oa.459529720806445&type=1&relevant_count=1&ref=nf#
Limacodidae,刺蛾科,Parasa tessellata,基褐綠刺蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 88,#https://www.facebook.com/photo.php?fbid=174998619295145&set=o.177883715557195&type=1&theater#
Limacodidae,刺蛾科,Phlossa conjuncta,三角斑刺蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 96,#https://www.facebook.com/photo.php?fbid=329387920519560&set=oa.589852744440808&type=3&theater#
Limacodidae,刺蛾科,Phrixolepia inouei,角斑栗刺蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 93,#https://www.facebook.com/photo.php?fbid=644817885532449&set=o.177883715557195&type=1&permPage=1#
Limacodidae,刺蛾科,Scopelodes contractus,球鬚刺蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 68,#https://www.facebook.com/photo.php?fbid=1404288723193494&set=o.458912734201477&type=3&theater#
Limacodidae,刺蛾科,Setora postornata,八字褐刺蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : ,#https://www.facebook.com/photo.php?fbid=174999155961758&set=o.177883715557195&type=1&theater#
Limacodidae,刺蛾科,Spatulifimbria castaneiceps opprimata,,,#https://www.facebook.com/photo.php?fbid=396713087110415&set=o.458912734201477&type=3&theater#
Limacodidae,刺蛾科,Susica sinensis formosana,素刺蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 103,#https://www.facebook.com/photo.php?fbid=213581608762923&set=o.177883715557195&type=1&theater#
Limacodidae,刺蛾科,Thosea cana,垂帶刺蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 108,#https://www.facebook.com/photo.php?fbid=461360440618160&set=oa.461679043924846&type=1&permPage=1#
Limacodidae,刺蛾科,Thosea castanea,小褐刺蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 109,#https://www.facebook.com/photo.php?fbid=174998772628463&set=o.177883715557195&type=1&theater#
Limacodidae,刺蛾科,Thosea rufa,三色刺蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 110,#https://www.facebook.com/photo.php?fbid=3322920352092&set=o.177883715557195&type=1&theater#
Limacodidae,刺蛾科,Thosea sinensis,內點刺蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 112,#https://www.facebook.com/photo.php?fbid=489953604352112&set=o.177883715557195&type=1&permPage=1#
Limacodidae,刺蛾科,Trichogyia circulifera,,,#https://www.facebook.com/photo.php?fbid=786330658057994&set=o.177883715557195&type=1&permPage=1#
Neopseustidae,卵翅蛾科,Neopseustis meyricki,,認識台灣的昆蟲  20 長角蛾科 穀蛾科麥蛾科和其他一些小蛾類 ;  Page : 146,#http://www.facebook.com/photo.php?fbid=390617014378598&set=oa.544207992258097&type=1&relevant_count=1&ref=nf#
Noctuidae,夜蛾科,Abrostola suisharyonis suisharyonis,,,#https://www.facebook.com/photo.php?fbid=1506407542916520&set=o.177883715557195&type=1&permPage=1#
Noctuidae,夜蛾科,Acronicta gigasa,台灣桑劍紋夜蛾,台灣蛾類圖說五 ;  Page : 32,#https://www.facebook.com/photo.php?fbid=460934227327448&set=oa.458927214200029&type=3&theater#
Noctuidae,夜蛾科,Acronicta pruinosa,胡頹子劍紋夜蛾,Lepidoptera of Taiwan Volume 1 ;  Page : 192,#https://www.facebook.com/photo.php?fbid=256886881120315&set=oa.465717243521026&type=3&theater#
Noctuidae,夜蛾科,Agrotis ipsilon,小地老虎,合歡山的蛾 ;  Page : 510,#https://www.facebook.com/photo.php?fbid=231432910305157&set=o.177883715557195&type=3&theater#
Noctuidae,夜蛾科,Agrotis segetum,黃地老虎,合歡山的蛾 ;  Page : 510,#https://www.facebook.com/photo.php?fbid=334540836703722&set=o.458912734201477&type=3&theater#
Noctuidae,夜蛾科,Anadevidia peponis,葫蘆夜蛾,認識台灣的昆蟲 8 夜蛾科--台灣及其他地區之比較 ;  Page : 259,#https://www.facebook.com/photo.php?fbid=497254360375562&set=oa.500800716598825&type=1#
Noctuidae,夜蛾科,Anomis mesogona,,認識台灣的昆蟲 14夜蛾科--台灣鄰近地區的相關種類 ;  Page : 71,#https://www.facebook.com/photo.php?fbid=248696611898006&set=o.177883715557195&type=3&theater#
Noctuidae,夜蛾科,Antha grata,斜額夜蛾,認識台灣的昆蟲 15 夜蛾科--台灣鄰近地區的相關種類 ;  Page : 78,#https://www.facebook.com/photo.php?fbid=459575364130001&set=oa.458927214200029&type=3&theater#
Noctuidae,夜蛾科,Antoculeora yashimotoi,,,#https://www.facebook.com/photo.php?fbid=227285144054807&set=o.177883715557195&type=1&theater#
Noctuidae,夜蛾科,Arcte coerula,苧麻夜蛾,合歡山的蛾 ;  Page : 387,#https://www.facebook.com/photo.php?fbid=394721557247196&set=o.177883715557195&type=1&theater#
Noctuidae,夜蛾科,Callopistria duplicans,弧角散紋夜蛾,認識台灣的昆蟲 15 夜蛾科--台灣鄰近地區的相關種類 ;  Page : 103,#https://www.facebook.com/photo.php?fbid=343287589129593&set=oa.589852744440808&type=3&theater#
Noctuidae,夜蛾科,Callopistria guttulalis,珠紋散紋夜蛾,認識台灣的昆蟲 15 夜蛾科--台灣鄰近地區的相關種類 ;  Page : 113,#https://www.facebook.com/photo.php?fbid=775284015844638&set=o.458912734201477&type=3&theater#
Noctuidae,夜蛾科,Callopistria japonibia,東洋散紋夜蛾,台灣蛾類圖說五 ;  Page : 299,#https://www.facebook.com/photo.php?fbid=1502354853321789&set=o.177883715557195&type=1&permPage=1#
Noctuidae,夜蛾科,Callopistria maillardi,粉紅帶散紋夜蛾,認識台灣的昆蟲 15 夜蛾科--台灣鄰近地區的相關種類 ;  Page : 107,#https://www.facebook.com/photo.php?fbid=512226002125556&set=o.177883715557195&type=1&permPage=1#
Noctuidae,夜蛾科,Callopistria phaeogona,暗角散紋夜蛾,認識台灣的昆蟲 15 夜蛾科--台灣鄰近地區的相關種類 ;  Page : 110,#https://www.facebook.com/photo.php?fbid=919061484775977&set=o.177883715557195&type=1&permPage=1#
Noctuidae,夜蛾科,Callopistria pulchrilinea,麗紋散紋夜蛾,認識台灣的昆蟲 15 夜蛾科--台灣鄰近地區的相關種類 ;  Page : 109,#https://www.facebook.com/photo.php?fbid=461436180607351&set=o.177883715557195&type=1&permPage=1#
Noctuidae,夜蛾科,Callopistria repleta,紅暈散紋夜蛾,認識台灣的昆蟲 15 夜蛾科--台灣鄰近地區的相關種類 ;  Page : 105,#https://www.facebook.com/photo.php?fbid=10150828445985583&set=o.177883715557195&type=1&theater#
Noctuidae,夜蛾科,Callyna semivitta,半點頂夜蛾,認識台灣的昆蟲 15 夜蛾科--台灣鄰近地區的相關種類 ;  Page : 74,#https://www.facebook.com/photo.php?fbid=667895743226742&set=oa.462151650544252&type=3&theater#
Noctuidae,夜蛾科,Checupa stegeri,窄翅綠夜蛾,合歡山的蛾 ;  Page : 431,#https://www.facebook.com/photo.php?fbid=458838724203665&set=oa.458927214200029&type=3&theater#
Noctuidae,夜蛾科,Chrysodeixis eriosoma,南方銀輝夜蛾,認識台灣的昆蟲 8 夜蛾科--台灣及其他地區之比較 ;  Page : 250,#http://www.facebook.com/photo.php?fbid=2731830393883&set=o.177883715557195&type=1&ref=nf#
Noctuidae,夜蛾科,Chytonix variegata,黯基斑流夜蛾,合歡山的蛾 ;  Page : 398,#https://www.facebook.com/photo.php?fbid=462604363827101&set=oa.458927214200029&type=3&theater#
Noctuidae,夜蛾科,Condica illecta,大耳紋夜蛾,認識台灣的昆蟲 15 夜蛾科--台灣鄰近地區的相關種類 ;  Page : 94,#https://www.facebook.com/photo.php?fbid=3362795388943&set=o.177883715557195&type=3&theater#
Noctuidae,夜蛾科,Craniophora fasciata,條首夜蛾,鞍馬山的蛾1 ;  Page : 77,#https://www.facebook.com/photo.php?fbid=859445260739287&set=o.177883715557195&type=1&permPage=1#
Noctuidae,夜蛾科,Cruriopsis funebris cognata,碎斑虎蛾,認識台灣的昆蟲 8 夜蛾科--台灣及其他地區之比較 ;  Page : 22,#https://www.facebook.com/photo.php?fbid=296336233792115&set=o.177883715557195&type=1&theater#
Noctuidae,夜蛾科,Ctenoplusia albostriata,白條夜蛾,認識台灣的昆蟲 8 夜蛾科--台灣及其他地區之比較 ;  Page : 254,#https://www.facebook.com/photo.php?fbid=3305739570838&set=o.177883715557195&type=1&permPage=1#
Noctuidae,夜蛾科,Cymatophoropsis formosana,台灣斑蕊夜蛾,台灣蛾類圖說五 ;  Page : 19,#https://www.facebook.com/photo.php?fbid=571382402884384&set=oa.461796713913079&type=3&theater#
Noctuidae,夜蛾科,Diarsia nigrosigna,黑點歹夜蛾,合歡山的蛾 ;  Page : 511,#http://www.flickr.com/photos/hkguu/5790616358/in/set-72157622169894055#
Noctuidae,夜蛾科,Entomogramma fautrix,,認識台灣的昆蟲 14夜蛾科--台灣鄰近地區的相關種類 ;  Page : 94,#https://www.facebook.com/photo.php?fbid=659783397426239&set=o.177883715557195&type=1&permPage=1#
Noctuidae,夜蛾科,Episteme lectrix sauteri,選彩虎蛾,認識台灣的昆蟲 8 夜蛾科--台灣及其他地區之比較 ;  Page : 17,#https://www.facebook.com/photo.php?fbid=760841040603161&set=o.177883715557195&type=1&permPage=1#
